번호,출처명,출처 URL,인용 횟수,사용 문서·번호
16,출입국재류관리청 | 육성취로 제도 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001452485.pdf,1,기능실습 비자란 [16]
17,후생노동성 | 개호복지사 수학자금·유학생 지원 관련 자료 (PDF),https://www.mhlw.go.jp/content/12000000/001592637.pdf,2,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [1] / 일본 유학생 및 취업자 동향 [17]
18,오사카부사회복지협의회 | 2026년도 개호복지사 수학자금 모집요강 (PDF),https://www.osakafusyakyo.or.jp/syuugakushikin/wp-content/uploads/2026/03/06-%E3%80%90%E8%B2%B8%E4%BB%98%E5%B8%8C%E6%9C%9B%E8%80%85%E5%90%91%E3%81%91%E3%80%91%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E4%BB%8B%E8%AD%B7%E7%A6%8F%E7%A5%89%E5%A3%AB%E4%BF%AE%E5%AD%A6%E8%B3%87%E9%87%91%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%98.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [2]
19,지바현 | 외국인 개호인재 육성·취업 프로그램,https://www.pref.chiba.lg.jp/kenshidou/jinzai/ryugakusei.html,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [3]
20,출입국재류관리청 | 민간기업 대여형 장학금 관련 안내,https://www.moj.go.jp/isa/applications/resources/nyuukokukanri07_00155.html?lang=xh,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [4]
21,출입국재류관리청 | 유학생 경비지변·장학금 제출자료 안내,https://www.moj.go.jp/isa/publications/materials/nyuukokukanri07_00155.html,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [5]
22,오사카부 | 개호복지사 양성시설 목록,https://www.pref.osaka.lg.jp/o090040/houjin/kaigohukushi/index.html,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [6]
23,후생노동성 | 외국인 유학생 장학금 지원사업 자료 (PDF),https://www.mhlw.go.jp/content/10200000/001646467.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [7]
24,가나가와현 | 외국인 유학생 지원사업,https://www.pref.kanagawa.jp/docs/n7j/ryugakuseishien.html,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [8]
25,지바현 | 외국인 개호인재 사업 비용·보조금 자료 (PDF),https://www.pref.chiba.lg.jp/kenshidou/jinzai/documents/kaigo-siryou.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [9]
26,오사카부 | 재류자격 「개호」 외국인 유학생 수용 가이드라인 (PDF),https://www.pref.osaka.lg.jp/documents/5835/24.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [10]
27,오사카부 | 외국인 개호인재 수용사업자 지원 안내,https://www.pref.osaka.lg.jp/o090040/houjin/jinzai/ukeirejigyousya.html,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [11]
28,출입국재류관리청 | 대여형 장학금 관련 참고자료 (PDF),https://www.moj.go.jp/isa/content/001417508.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [12]
29,후생노동성 | 외국인 유학생 지원제도 활용 사례 (PDF),https://www.mhlw.go.jp/content/12000000/001240343.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [13]
30,후생노동성 | 개호복지사 등 수학자금 대여제도 관련 통지,https://www.mhlw.go.jp/web/t_doc?dataId=00ta8389&dataType=1&pageNo=1,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [14]
31,후생노동성 | 수학자금 대여제도 확충 관련 자료 (PDF),https://www.mhlw.go.jp/bunya/seikatsuhogo/fukusijinzai_kakuho02/dl/01.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [15]
32,후생노동성 | 외국인 유학생 장학금 지원사업 관련 자료 (PDF),https://www.mhlw.go.jp/content/10200000/000889057.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [16]
33,후생노동성 | 개호복지사 자격 경과조치 관련 통지 (PDF),https://guardianship.mhlw.go.jp/common/uploads/2026/05/notice20260508.pdf,1,외국인 학생이 일본에서 금전적인 지원을 받는 방법 [17]
34,トモハタ | 특정기능 인원·통계 해설,https://tomohata.jp/guide/tokutei-ginou-toukei,3,특정기능 1호 개호비자란 [2] / 일본 유학생 및 취업자 동향 [8] / 특정 기능 1호 공장 비자란 [22]
35,출입국재류관리청 | 재류자격 「특정기능」,https://www.moj.go.jp/isa/applications/status/specifiedskilledworker.html,1,특정기능 1호 개호비자란 [3]
36,후생노동성 | 개호 분야 특정기능 요건 안내,https://www.mhlw.go.jp/stf/newpage_000117702.html,1,특정기능 1호 개호비자란 [4]
37,출입국재류관리청 | 특정기능 개호 분야 안내,https://www.moj.go.jp/isa/policies/ssw/nursingcare.html,2,특정기능 1호 개호비자란 [5] / 일본 유학생 및 취업자 동향 [16]
38,출입국재류관리청 | 개호 분야 고용·수용 요건 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001457658.pdf,1,특정기능 1호 개호비자란 [6]
39,출입국재류관리청 | 개호 분야 육성취로·특정기능 정책 자료 (PDF),https://www.moj.go.jp/isa/content/001457667.pdf,1,특정기능 1호 개호비자란 [8]
40,トモハタ | 개호 특정기능 채용·국적·지역 통계 해설,https://tomohata.jp/guide/kaigo-saiyo,1,특정기능 1호 개호비자란 [9]
41,출입국재류관리청 | 특정기능 재류외국인 상세 통계,https://www.moj.go.jp/isa/applications/ssw/nyuukokukanri07_00215.html?lang=en,1,특정기능 1호 개호비자란 [10]
42,미쓰비시UFJ리서치&컨설팅 | 외국인 개호인재 관련 조사 자료 (PDF),https://www.murc.jp/wp-content/uploads/2026/04/koukai_260410_02.pdf,1,특정기능 1호 개호비자란 [11]
43,지바현 | 외국인 개호인재 제도·현황,https://www.pref.chiba.lg.jp/kenshidou/jinzai/gaikokujinkaigoshikumi.html,1,특정기능 1호 개호비자란 [12]
44,출입국재류관리청 | 특정기능 1호 이행을 위한 특정활동 안내,https://www.moj.go.jp/isa/policies/ssw/10_00025,2,특정기능 1호 개호비자란 [13] / 특정 기능 1호 공장 비자란 [12]
45,출입국재류관리청 | 재류자격 「개호」,https://www.moj.go.jp/isa/applications/status/nursingcare,1,특정기능 1호 개호비자란 [14]
46,출입국재류관리청 | 재류자격 「개호」 인원 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001442566.pdf,1,특정기능 1호 개호비자란 [15]
47,介護レピ[Répit] | 외국인 개호인력 도도부현별 통계 해설,https://kaigoaruaru.com/care-data/foreign-care-workers-prefecture-data/,1,특정기능 1호 개호비자란 [16]
48,후생노동성 | 개호복지사 국가시험 응시·합격 통계 (PDF),https://www.mhlw.go.jp/content/12004000/001669882.pdf,1,특정기능 1호 개호비자란 [17]
49,후생노동성 | 개호 특정기능 1호 체류기간 연장 안내,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/hukushi_kaigo/seikatsuhogo/kaigo.tokuteiginou.extension,1,특정기능 1호 개호비자란 [18]
50,출입국재류관리청 | 미얀마 정세에 따른 긴급피난조치 안내,https://www.moj.go.jp/isa/applications/resources/10_00036.html,1,특정활동 비자와 미얀마인에 대한 긴급피난조치 [1]
51,출입국재류관리청 | 재류자격 「특정활동」,https://www.moj.go.jp/isa/applications/status/designatedactivities,1,특정활동 비자와 미얀마인에 대한 긴급피난조치 [2]
52,출입국재류관리청 | 재류관리 관련 Q&A,https://www.moj.go.jp/isa/immigration/faq/kanri_qa.html,1,특정활동 비자와 미얀마인에 대한 긴급피난조치 [3]
53,출입국재류관리청 | 미얀마 긴급피난조치 안내자료 (PDF · 001349365),https://www.moj.go.jp/isa/content/001349365.pdf,1,특정활동 비자와 미얀마인에 대한 긴급피난조치 [4]
54,출입국재류관리청 | 미얀마 긴급피난조치 Q&A (PDF),https://www.moj.go.jp/isa/content/001352920.pdf,1,특정활동 비자와 미얀마인에 대한 긴급피난조치 [5]
55,출입국재류관리청 | 미얀마 긴급피난조치 안내자료 (PDF · 001349360),https://www.moj.go.jp/isa/content/001349360.pdf,1,특정활동 비자와 미얀마인에 대한 긴급피난조치 [6]
56,출입국재류관리청 | 미얀마 긴급피난조치 신청 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001439274.pdf,1,특정활동 비자와 미얀마인에 대한 긴급피난조치 [7]
57,e-Stat | 재류외국인 통계 데이터셋,https://www.e-stat.go.jp/stat-search/files?cycle=1&layout=dataset&tclass1=000001060399&tclass2val=0&toukei=00250012&tstat=000001018034,1,일본 유학생 및 취업자 동향 [1]
58,JASSO | 2025년도 외국인 유학생 재적상황 조사,https://www.jasso.go.jp/about/press/jp2026052901.html,1,일본 유학생 및 취업자 동향 [2]
59,법무성 | 국적별 유학 재류자격 관련 통계 자료 (PDF),https://www.moj.go.jp/content/001464243.pdf,1,일본 유학생 및 취업자 동향 [4]
60,출입국재류관리청 | 도도부현별 재류외국인 상세 통계 (PDF),https://www.moj.go.jp/isa/content/001459094.pdf,1,일본 유학생 및 취업자 동향 [5]
61,후생노동성 | 2025년 10월 말 외국인 고용상황 신고 집계,https://www.mhlw.go.jp/stf/newpage_68794.html,1,일본 유학생 및 취업자 동향 [6]
62,출입국재류관리청 | 특정기능 관련 공표·통계 안내,https://www.moj.go.jp/isa/applications/ssw/,2,일본 유학생 및 취업자 동향 [7] / 특정 기능 1호 공장 비자란 [7]
63,행정서사 시카마 사무소 | 특정기능 개호 인원 관련 해설,https://gyousei-shikama-office.com/blog228/,1,일본 유학생 및 취업자 동향 [9]
64,출입국재류관리청 | 특정산업분야 관련 자료,https://www.moj.go.jp/isa/content/001335263,1,일본 유학생 및 취업자 동향 [10]
65,출입국재류관리청 | 주요 국적·지역별 특정산업분야별 특정기능 1호 인원 (PDF),https://www.moj.go.jp/isa/content/001459471.pdf,2,일본 유학생 및 취업자 동향 [11] / 특정 기능 1호 공장 비자란 [8]
66,출입국재류관리청 | 특정기능 분야·국적 관련 상세 자료 (PDF),https://www.moj.go.jp/isa/content/001459490.pdf,1,일본 유학생 및 취업자 동향 [12]
67,출입국재류관리청 | 재류자격 「介護」 관련 제도 안내,https://www.moj.go.jp/isa/laws/h28_kaisei.html,1,일본 유학생 및 취업자 동향 [13]
68,e-Stat | 재류자격 「介護」 관련 통계표,https://www.e-stat.go.jp/stat-search/database?statdisp_id=0004019020,1,일본 유학생 및 취업자 동향 [14]
69,外国人人材.com | 재류자격 「介護」 국적별 통계 해설,https://gaikokujinjinzai.com/data/zairyu/kaigo/,1,일본 유학생 및 취업자 동향 [15]
70,출입국재류관리청 | 특정기능 공업제품제조업 분야,https://www.moj.go.jp/isa/policies/ssw/manufacturing.html,1,특정 기능 1호 공장 비자란 [2]
71,출입국재류관리청 | 특정기능 FAQ (영문),https://www.moj.go.jp/isa/policies/ssw/faq.html?hl=en,1,특정 기능 1호 공장 비자란 [3]
72,경제산업성 | 공업제품제조업 제도 개요 (PDF),https://www.meti.go.jp/policy/mono_info_service/gaikokujinzai/kogyoseihin-seizogyo_gaiyo_2026.4.pdf,1,특정 기능 1호 공장 비자란 [4]
73,출입국재류관리청 | 특정기능 제도 관련 안내자료 (PDF),https://www.moj.go.jp/isa/content/930004944.pdf,1,특정 기능 1호 공장 비자란 [5]
74,출입국재류관리청 | 특정기능 고용·보수 관련 유의사항,https://www.moj.go.jp/isa/policies/ssw/chuui.html,1,특정 기능 1호 공장 비자란 [6]
75,출입국재류관리청 | 특정기능 재류자격 안내,https://www.moj.go.jp/isa/applications/status/specifiedskilledworker,1,특정 기능 1호 공장 비자란 [10]
76,출입국재류관리청 | 재류자격별 업무·요건 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001452975.pdf,1,특정 기능 1호 공장 비자란 [11]
77,출입국재류관리청 | 특정기능 2호 요건 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001439633.pdf,1,특정 기능 1호 공장 비자란 [13]
78,경제산업성 | 제조업 특정기능 제도 개요·수정본 (PDF),https://www.meti.go.jp/policy/mono_info_service/gaikokujinzai/pdf/kogyoseihin-seizogyo_gaiyo_2026.4r.pdf,1,특정 기능 1호 공장 비자란 [14]
79,출입국재류관리청 | 영주허가 신청 안내,https://www.moj.go.jp/isa/applications/procedures/16-2.html,1,특정 기능 1호 공장 비자란 [15]
80,출입국재류관리청 | 육성취업 단계별 요건 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001454867.pdf,1,특정 기능 1호 공장 비자란 [17]
81,경제산업성 | 제조업 육성취업 협의·연락회 자료 (PDF),https://www.meti.go.jp/policy/mono_info_service/gaikokujinzai/kyogikai/ikusesyuro_kyogi_renrakukai_20260508.pdf,1,특정 기능 1호 공장 비자란 [18]
82,출입국재류관리청 | 특정기능 FAQ (일문),https://www.moj.go.jp/isa/policies/ssw/faq.html?hl=ja,1,특정 기능 1호 공장 비자란 [19]
83,출입국재류관리청 | 특정기능 1호 지원체계 관련 자료 (PDF),https://www.moj.go.jp/isa/content/001454687.pdf,1,특정 기능 1호 공장 비자란 [20]
84,경제산업성 | 공업제품제조업 육성취업 분야별 자료 (PDF),https://www.meti.go.jp/policy/mono_info_service/gaikokujinzai/kogyoseihin-seizogyo_ikusesyuro_2026.01.pdf,1,특정 기능 1호 공장 비자란 [21]
